Latitude,Longitude,Height,time_tag,RS PWV,IR PWV,name,datetime,dayofyear_hour_minute,year,month,day,hour,minute,day/night,season
0.622733477111577,0.896226570899088,1191,A20190430955,7.39,8.64,Tehran,2019-02-12 09:55:00,62515,2019,2,12,9,55,day,Winter
0.664621379159441,0.807738377822976,1361,A20190432335,7.28,3,Tabriz,2019-02-12 23:35:00,63335,2019,2,12,23,35,night,Winter
0.622733477111577,0.896226570899088,1191,A20190440900,5.87,3.6,Tehran,2019-02-13 09:00:00,63900,2019,2,13,9,0,day,Winter
0.622733477111577,0.896226570899088,1191,A20190442240,5.13,3.5,Tehran,2019-02-13 22:40:00,64720,2019,2,13,22,40,night,Winter
0.597949801733257,0.822224610614529,1322,A20190442240,5.26,2.55,Kermanshah,2019-02-13 22:40:00,64720,2019,2,13,22,40,night,Winter
0.664621379159441,0.807738377822976,1361,A20190442240,4.98,5.36,Tabriz,2019-02-13 22:40:00,64720,2019,2,13,22,40,night,Winter
0.527962098728285,0.99413954193597,1754,A20190450940,2.16,1.91,Kerman,2019-02-14 09:40:00,65380,2019,2,14,9,40,day,Winter
0.622733477111577,0.896226570899088,1191,A20190450945,6.7,6.81,Tehran,2019-02-14 09:45:00,65385,2019,2,14,9,45,day,Winter
0.51417399763753,1.06255644861415,1370,A20190452145,4.32,2.03,Zahedan,2019-02-14 21:45:00,66105,2019,2,14,21,45,night,Winter
0.573515192205337,1.03323491718064,1491,A20190460850,8.55,6.9,Birjand,2019-02-15 08:50:00,66770,2019,2,15,8,50,day,Winter
0.632856386773144,1.04073983296422,990,A20190462230,6.38,8.49,Mashhad,2019-02-15 22:30:00,67590,2019,2,15,22,30,night,Winter
0.622733477111577,0.896226570899088,1191,A20190470930,7,8.34,Tehran,2019-02-16 09:30:00,68250,2019,2,16,9,30,day,Winter
0.51417399763753,1.06255644861415,1370,A20190472135,14.36,16.34,Zahedan,2019-02-16 21:35:00,68975,2019,2,16,21,35,night,Winter
0.573515192205337,1.03323491718064,1491,A20190480835,7,9.22,Birjand,2019-02-17 08:35:00,69635,2019,2,17,8,35,day,Winter
0.546811654649823,0.84945174694564,22,A20190481015,15.15,16.66,Ahwaz,2019-02-17 10:15:00,69735,2019,2,17,10,15,day,Winter
0.622733477111577,0.896226570899088,1191,A20190482215,5.52,2.98,Tehran,2019-02-17 22:15:00,70455,2019,2,17,22,15,night,Winter
